Company/Brand,Year1,Revenue1,Year2,Revenue2,Year3,Revenue3,Year4,Revenue4,Year5,Revenue5,HQ,Sector,Founders,Investor,Amount($),Stage,What it does,,,,,,,,,,,,,,,
Kratikal,2019,7000000,2020,5000000,2021,2000000,2022,6000000,2023,9000000,Noida,Technology,Pavan Kushwaha,"Gilda VC, Art Venture, Rajeev Chitrabhanu",1000000,Pre-series A,Provides cyber security solutions,,,,,,,,,,,,,,,
Froogal,2019,7000000,2020,5000000,2021,2000000,2022,6000000,2023,9000000,Pune,Marketplace,"Jeevan Chowdary M, Harshit Harchani",US-based angel investors,1000000,Pre series A,A cloud based Customer Loyalty & Engagement Platform,,,,,,,,,,,,,,,
Oyo,2019,4851000000,2020,3465000000,2021,1386000000,2022,4158000000,2023,6237000000,Bangalore,Hospitality,Ritesh Agarwal,"MyPreferred Transformation, Avendus Finance, SoftBank",693000000,,Provides rooms for comfortable stay,,,,,,,,,,,,,,,
GoMechanic,2019,35000000,2020,25000000,2021,10000000,2022,30000000,2023,45000000,Mumbai,Electric Vehicle,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000,Series B,Find automobile repair and maintenance service providers,,,,,,,,,,,,,,,
Spinny,2019,350000000,2020,250000000,2021,100000000,2022,300000000,2023,450000000,New Delhi,Electric Vehicle,"Niraj Singh, Ramanshu Mahaur, Ganesh Pawar, Mohit Gupta","Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners",50000000,,Online car retailer,,,,,,,,,,,,,,,
Ess Kay Fincorp,2019,231000000,2020,165000000,2021,66000000,2022,198000000,2023,297000000,Bangalore,Investment Banking,Rajendra Setia,"TPG, Norwest Venture Partners, Evolvence India",33000000,,Organised Non-Banking Finance Company,,,,,,,,,,,,,,,
Aqgromalin,2020,1400000,2021,1000000,2022,400000,2023,1200000,NA,NA,Mumbai,AgriTech,"Prasanna Manogaran, Bharani C L",Angel investors,200000,,Cultivating Ideas for Profit,,,,,,,,,,,,,,,
Krayonnz,2020,700000,2021,500000,2022,200000,2023,600000,NA,NA,Gurugram,EdtTech,"Saurabh Dixit, Gurudutt Upadhyay",GSF Accelerator,100000,Pre-seed,An academy-guardian-scholar centric ecosystem which provides state of the art technological solutions.,,,,,,,,,,,,,,,
Gramophone,2020,2380000,2021,1700000,2022,680000,2023,2040000,NA,NA,Bangalore,AgriTech,"Ashish Rajan Singh, Harshit Gupta, Nishant Mahatre, Tauseef Khan","Siana Capital Management, Info Edge",340000,,Gramophone is an AgTech platform enabling access to agri inputs and powering efficient farm management.,,,,,,,,,,,,,,,
qZense,2020,4200000,2021,3000000,2022,1200000,2023,3600000,NA,NA,Bangalore,AgriTech,"Rubal Chib, Dr Srishti Batra","Venture Catalysts, 9Unicorns Accelerator Fund",600000,Seed,qZense Labs is building the next-generation IoT solution for fresh food quality assessment and management.,,,,,,,,,,,,,,,
MyClassboard,2020,4200000,2021,3000000,2022,1200000,2023,3600000,NA,NA,Gurugram,EdtTech,Ajay Sakhamuri,ICICI Bank.,600000,Pre-series A,MyClassboard is a full-fledged School / College Management Software.,,,,,,,,,,,,,,,
Rupeek,2020,315000000,2021,225000000,2022,90000000,2023,270000000,NA,NA,Chennai,Fintech,"Amar Prabhu, Ashwin Soni, Sumit Maniyar","KB Investment, Bertelsmann India Investments",45000000,Series C,"Rupeek is an online lending platform that specializes in credit risk, gold loans, and personal loans.",,,,,,,,,,,,,,,
Slurrp Farm,2020,14000000,2021,10000000,2022,4000000,2023,12000000,NA,NA,Bangalore,Food & Beverages,Meghana Narayan,Fireside Ventures,2000000,Series A,Slurrp Farm is a children health food brand.,,,,,,,,,,,,,,,
Brila 91,2020,8400000,2021,6000000,2022,2400000,2023,7200000,NA,NA,Bhubaneswar,Food & Beverages,Ankur Jain,"Sequoia Capital India, Sixth Sense Ventures",1200000,,Bira 91 is a craft beer company.,,,,,,,,,,,,,,,
FoodyBuddy,2020,4200000,2021,3000000,2022,1200000,2023,3600000,NA,NA,Bangalore,Food & Beverages,"Akil Sethuraman, Anup Gopinath, Rachna Rao",Rebel Foods,600000,,FoodyBuddy is a online food delivery portal,,,,,,,,,,,,,,,
Zomato,2020,4620000000,2021,3300000000,2022,1320000000,2023,3960000000,NA,NA,Bangalore,Food Delivery,"Deepinder Goyal, Gaurav Gupta, Pankaj Chaddah","Kora, Tiger Global Management",660000000,,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants,,,,,,,,,,,,,,,
OurEye.ai,2020,840000,2021,600000,2022,240000,2023,720000,NA,NA,New Delhi,AR/VR,"Miran Junaidi, Saurabh Ghanekar, Sourav Sanyal","100X VC, Amara Ventures",120000,,"Video intelligence solution for Enterprise Standard Operating Procedures Monitoring and Quality Control, leveraging CCTV infrastructure.",,,,,,,,,,,,,,,
Shiprocket,2020,52500000,2021,37500000,2022,15000000,2023,45000000,NA,NA,Bangalore,E-commerce,"Gautam Kapoor, Saahil Goel, Vishesh Khurana","Bertelsmann India Investments, InnoVen Capital",7500000,Series C,Shiprocket helps online retailers simplify their shipping by providing a delightful post purchase experience to their consumers.,,,,,,,,,,,,,,,
Moneyboxx Finance,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,Bangalore,Fintech,Prashant Agarwal,"BlackSoil, Caspian",1000000,,MONEYBOXX FINANCE LTD is committed to providing easy access to financing to the deserving micro enterprises in the tier 2 and tier 3 cities of India,,,,,,,,,,,,,,,
SucSEED Indovation,2020,35000000,2021,25000000,2022,10000000,2023,30000000,NA,NA,Jaipur,Fintech,Vikrant Varshney,,5000000,,"SucSEED INDOVATION FACILITATES ACCESS TO CAPITAL FOR DEEP TECH STARTUPS TO INNOVATE, SCALE & GROW",,,,,,,,,,,,,,,
TaxBuddy.com,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,Kottayam,Fintech,Sujit Bangar,Zenith Global,1000000,,TaxBuddy for any tax related issues.,,,,,,,,,,,,,,,
Circle of Angels,2020,21000000,2021,15000000,2022,6000000,2023,18000000,NA,NA,Bangalore,Fintech,Karanpal Singh,,3000000,,Circles of Angels aims to solve this issue through the creation of a funding network that makes impact funding accessible to everyone.,,,,,,,,,,,,,,,
CoinDCX,2020,70000000,2021,50000000,2022,20000000,2023,60000000,NA,NA,Gurugram,Fintech,"Neeraj Khandelwal, Sumit Gupta","Coinbase Ventures, Polychain",10000000,Series B,CoinDCX is a company that specializes in crypto-enabled financial services.,,,,,,,,,,,,,,,
Glance,2020,1015000000,2021,725000000,2022,290000000,2023,870000000,NA,NA,Bangalore,Artificial Intelligence,Naveen Tewari,Mithril Capital Management.,145000000,,Glance is a screen zero platform that consumers use across connected devices to experience the Internet.,,,,,,,,,,,,,,,
Arya,2020,147000000,2021,105000000,2022,42000000,2023,126000000,NA,NA,Bangalore,AgriTech,"Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,21000000,Series B,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation",,,,,,,,,,,,,,,
Pickrr,2020,28000000,2021,20000000,2022,8000000,2023,24000000,NA,NA,New Delhi,Logistics & Supply Chain,"Ankit Kaushik, Gaurav Mangla, Rhitiman Majumder",Swastika,4000000,,Pickrr is an on-demand first mile logistics company,,,,,,,,,,,,,,,
PhonePe,2020,140000000,2021,100000000,2022,40000000,2023,120000000,NA,NA,Beijing,Fintech,"Burzin Engineer, Rahul Chari, Sameer Nigam","Flipkart, Walmart",20000000,,PhonePe is a mobile payment application that enables users to transfer money instantly.,,,,,,,,,,,,,,,
Countingwell,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,Mumbai,EdtTech,Nirmal Shah,"Delhi Private School, UAE, Interstar",1000000,Pre-series A,"An interactive Maths app, Countingwell breaks Maths concepts into short, simple modules that get kids learning with the least amount of screen time.",,,,,,,,,,,,,,,
Callify.ai,2020,3920000,2021,2800000,2022,1120000,2023,3360000,NA,NA,Panaji,Technology,"Chetan Indap, Sunny Sharma, Deepanti Kavi",Malpani Ventures,560000,Seed,Callify.ai is a Voice-Based Candidate Screening & Engagement platform for Talent Acquisition teams.,,,,,,,,,,,,,,,
Cover it Up,2020,2800000,2021,2000000,2022,800000,2023,2400000,NA,NA,Mumbai,E-commerce,Ronak Sarda,Angel investors,400000,Seed,Online portal that churns out high quality products,,,,,,,,,,,,,,,
BiteSpeed,2020,1925000,2021,1375000,2022,550000,2023,1650000,NA,NA,New Delhi,E-commerce,"Vinayak, Kshitij Abhishek, Apoorv Sadana",Whiteboard Capital,275000,Seed,Chat-based commerce for E-commerce brands,,,,,,,,,,,,,,,
WakeFit,2020,140000000,2021,100000000,2022,40000000,2023,120000000,NA,NA,Bangalore,Retail,"Ankit Garg, Chaitanya Ramalingegowda",Sequoia Capital.,20000000,Series B,Wakefitkart is a mattress manufacturing company,,,,,,,,,,,,,,,
Sreyas Holistic Remedies,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,Gurugram,Pharmacy,Dr Prashant Soma,Blacksoil,1000000,,Sreyas Holistic Remedies operates a chain of dermatologist clinics under the brand name of Oliva,,,,,,,,,,,,,,,
M1xchange,2020,31500000,2021,22500000,2022,9000000,2023,27000000,NA,NA,Bangalore,Fintech,Sundeep Mohindru,"BEENEXT, Mayfield Fund",4500000,,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,,,,,,,,,,,,,,,
Ayana,2020,2730000000,2021,1950000000,2022,780000000,2023,2340000000,NA,NA,Coimbatore,Renewable Energy,Shivanand N,"NIIF Ltd, CDC Group",390000000,,Ayana Renewable Power is an Indian renewable energy platform,,,,,,,,,,,,,,,
Fisdom,2020,49000000,2021,35000000,2022,14000000,2023,42000000,NA,NA,Mumbai,Fintech,"Anand Dalmia, Ramganesh Iyer, Subramanya S.V., Subramanya Venkat","PayU Finance India, Quona Capital",7000000,,Fisdom is a fintech company that offers investment advisory services through an application.,,,,,,,,,,,,,,,
Infinite Uptime,2020,35700000,2021,25500000,2022,10200000,2023,30600000,NA,NA,New Delhi,Information Technology,Raunak Bhinge,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",5100000,Series B,The industrial Internet platform that harnesses the power of big data & predictive analytics for data-driven decision making.,,,,,,,,,,,,,,,
HappyLocate,2020,3500000,2021,2500000,2022,1000000,2023,3000000,NA,NA,Mumbai,SaaS,"Ajay Tiwari, Sainadh Duvvuru",The CoWrks Foundry,500000,Pre-series A,"HappyLocate is India's first One Stop Relocation Platform, transforming the way Employee Relocations are managed",,,,,,,,,,,,,,,
PhonePe,2020,4900000000,2021,3500000000,2022,1400000000,2023,4200000000,NA,NA,Gurugram,Fintech,"Burzin Engineer, Rahul Chari, Sameer Nigam",Flipkart,700000000,,PhonePe is a mobile payments application that allows the user to transfer money instantly.,,,,,,,,,,,,,,,
Loop Health,2020,16100000,2021,11500000,2022,4600000,2023,13800000,NA,NA,Mumbai,Health Care,"Mayank Kale, Ryan Singh","Y Combinator, Sierra Ventures",2300000,Seed,Loop Health is bringing ease and choice to patients seeking major medical treatments.,,,,,,,,,,,,,,,
TagMango,2020,4900000,2021,3500000,2022,1400000,2023,4200000,NA,NA,Chennai,Marketplace,"Divyanshu Damani, Mohammad Hasan","XRM Media, Kevin Lin",700000,Seed,"TagMango is a marketing and advertising app that helps influencer, and brands to partner with individuals.",,,,,,,,,,,,,,,
MobiKwik,2020,49000000,2021,35000000,2022,14000000,2023,42000000,NA,NA,Bangalore,Fintech,"Bipin Singh, Upasana Taku","Hindustan Media Venture, Nicolas Jarrosson",7000000,,"MobiKwik is India?s leading fintech platform, operating businesses in consumer payments, payment gateway, and financial services.",,,,,,,,,,,,,,,
DebugsBunny,2020,700000,2021,500000,2022,200000,2023,600000,NA,NA,Mumbai,EdtTech,Sumit Sanjay Singare,India Angel Fund,100000,,DebugsBunny is the best Kids Coding Platform where kids are taught to code online by our expert teachers.,,,,,,,,,,,,,,,
BHIVE Investech,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,Gurugram,Co-working,"Monnappa Bayavanda, Prashant Reddy, Ravindra M.K, Ravindra M.K., Shesh Paplikar, Shesh Paplikar, Sridhar Venkataraman",Blume Ventures,1000000,Seed,BHIVE is Bangalore's (India) largest Coworking space that allows entrepreneurs to take their ideas to the next level.,,,,,,,,,,,,,,,
Rivigo,2020,133000000,2021,95000000,2022,38000000,2023,114000000,NA,NA,New Delhi,Logistics & Supply Chain,"Deepak Garg, Gazal Kalra","Elevation Capital, Trifecta Capital Advisors",19000000,,Rivigo is a technology-enabled logistics platform provider that offers transport services.,,,,,,,,,,,,,,,
ZipLoan,2020,21000000,2021,15000000,2022,6000000,2023,18000000,NA,NA,Bangalore,Financial Services,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",3000000,,ZipLoan is a online lending platform,,,,,,,,,,,,,,,
Bombay Play,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,New Delhi,Gaming,"Abhas Saroha, Oliver Jones, Oliver Jones","Ramakant Sharma, Leo Capital India",1000000,Seed,Bombay Play is a Card and Toy Company Making games for India.,,,,,,,,,,,,,,,
DealShare,2020,147000000,2021,105000000,2022,42000000,2023,126000000,NA,NA,Gurugram,E-commerce,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Falcon Edge Capital, Omidyar Network",21000000,Series C,DealShare is a Social Commerce Startup,,,,,,,,,,,,,,,
CueMath,2020,280000000,2021,200000000,2022,80000000,2023,240000000,NA,NA,Bangalore,EdtTech,Manan Khurma,"Sequoia Capital India, CapitalG",40000000,Series C,Cuemath is an engaging ?learning-by-doing? methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,,,,,,,,,,,,,,,
5C Network,2020,8400000,2021,6000000,2022,2400000,2023,7200000,NA,NA,Bangalore,Health Care,Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1200000,Pre-series A,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",,,,,,,,,,,,,,,
Ethereum Push Notification Service,2020,5250000,2021,3750000,2022,1500000,2023,4500000,NA,NA,Gurugram,Blockchain,"Harsh Rajat, Richa Joshi",Prolific angel investors,750000,Seed,EPNS is a decentralized notification protocol,,,,,,,,,,,,,,,
RuralBasket,2020,3500000,2021,2500000,2022,1000000,2023,3000000,NA,NA,Bangalore,E-commerce,Palani Rajan,Nativelead Foundation,500000,,Naturally grown and healthy products directly from farmers.,,,,,,,,,,,,,,,
WayCool Foods,2020,54600000,2021,39000000,2022,15600000,2023,46800000,NA,NA,New Delhi,AgriTech,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",7800000,Debt,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.",,,,,,,,,,,,,,,
Infra.Market,2020,140000000,2021,100000000,2022,40000000,2023,120000000,NA,NA,Mumbai,Real Estate,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",20000000,Series B,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,,,,,,,,,,,,,,,
Info Edge Venture,2020,350000000,2021,250000000,2022,100000000,2023,300000000,NA,NA,Bangalore,Venture capitalist,Sanjeev Bikhchandani,Lightbox,50000000,,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",,,,,,,,,,,,,,,
Clovia,2020,28000000,2021,20000000,2022,8000000,2023,24000000,NA,NA,Chennai,E-commerce,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",4000000,Pre-series C,Clovia is the online lingerie retailer,,,,,,,,,,,,,,,
Codingal,2020,3920000,2021,2800000,2022,1120000,2023,3360000,NA,NA,Mumbai,EdtTech,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",560000,Seed,Coding education platform for K-12 students,,,,,,,,,,,,,,,
CRED,2020,560000000,2021,400000000,2022,160000000,2023,480000000,NA,NA,Gurugram,Financial Services,Kunal Shah,"General Catalyst, Ribbit Capital",80000000,Series C,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,,,,,,,,,,,,,,,
Vistaar Finance,2020,210000000,2021,150000000,2022,60000000,2023,180000000,NA,NA,Gurugram,Financial Services,"Brahmanad, Ramakrishna Nishtala",FMO,30000000,,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,,,,,,,,,,,,,,,
Let's Dive,2020,11900000,2021,8500000,2022,3400000,2023,10200000,NA,NA,Gurugram,SaaS,"Nitesh Agrawal, Om Prakash",Surge,1700000,,A platform for remote employee engagement and building team culture,,,,,,,,,,,,,,,
Habitat,2020,4200000,2021,3000000,2022,1200000,2023,3600000,NA,NA,Jaipur,EdtTech,"Rohit Pande, Shikhar Sachan","Unitus Ventures, Whiteboard Capital",600000,Seed,"Habitat, a social learning edtech platform for civil service aspirants",,,,,,,,,,,,,,,
SAWO Labs,2020,4200000,2021,3000000,2022,1200000,2023,3600000,NA,NA,New Delhi,SaaS,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",600000,Seed,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,,,,,,,,,,,,,,,
Signzy,2020,21000000,2021,15000000,2022,6000000,2023,18000000,NA,NA,Mumbai,Artificial Intelligence,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",3000000,,Signzy are creating 'building blocks for a Digital Trust system.,,,,,,,,,,,,,,,
Kyt,2020,17500000,2021,12500000,2022,5000000,2023,15000000,NA,NA,Bangalore,EdtTech,"Bhavik Rathod, Tripti Ahuja",Sequoia Capital India?s Surge,2500000,,Holistic education for every child | Individual and small group live classes for ages 5 - 15 years,,,,,,,,,,,,,,,
Raskik,2020,7000000,2021,5000000,2022,2000000,2023,6000000,NA,NA,Pune,Food & Beverages,"Vikas Chawla, Abhay Parnerkar, Satyajit Ram","Venture Catalysts, 9Unicorns",1000000,Pre-series A,All new fusion-flavour fruit juices with the goodness of coconut and taste of India's finest fruits.,,,,,,,,,,,,,,,
GetWork,2020,280000,2021,200000,2022,80000,2023,240000,NA,NA,Bangalore,HR tech,Rahul Veerwal,India Accelerator,40000,Pre-seed,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,,,,,,,,,,,,,,,
