Company/Brand,Year,HQ,Sector,Revenue,Founders,Investor,Amount($),Stage,What it does,Latitude,Longitude
Wow! Momo,2020,Chennai,Food & Beverages,35000000,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",5000000,Debt,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,13.0826802,80.2707184
Pepper Content,2020,Gurugram,Marketplace,29400000,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari",4200000,Series A,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,28.4594965,77.0266383
LIVSPACE,2020,Bangalore,Home Decor,28000000,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",4000000,Debt,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",12.9715987,77.5945627
Acculi Labs,2020,Bangalore,Health Care,4200000,"HariPrasath M., Rupam Das",Startup Basket.,600000,Seed,Acculi Labs is a clinical grade smartphone based diagnostic tool,12.9715987,77.5945627
Your MD,2020,Bangalore,Health Care,175000000,"Alessandro Traverso, Birger Lie, Harald Jellum, Matteo Berlucchi","Orkla Ventures, Smedvig Capital",25000000,,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,12.9715987,77.5945627
Antaios,2020,Chennai,Technology,77000000,Jean Pierre Nozieres,,11000000,,Developer of memory-based technology intended to solve issues of advanced computing.,13.0826802,80.2707184
Unnati,2020,Mumbai,AgriTech,11900000,"Amit Sinha, Ashok Prasad",NABVENTURES,1700000,Pre-series A,A helping hand to the farming community through Artificial Intelligence,19.0759837,72.8776559
Disprz,2020,Bangalore,EdtTech,11200000,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",1600000,Pre-series B,"Disprz is a one-of-its-kind ?knowledge-tech? start-up that strives to make people knowledgeable, productive and smarter at what they do.",12.9715987,77.5945627
Uni,2020,Ahmedabad,Fintech,129500000,Nitin Gupta,"Lightspeed India Partners, Accel India",18500000,Seed,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,23.022505,72.5713621
Credit Wise Capital,2020,Bangalore,Fintech,42000000,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,6000000,Seed,CreditWise Capital is a consumer finance company.,12.9715987,77.5945627
Chargebee,2020,New Delhi,SaaS,385000000,"KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",55000000,Series F,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,28.6139391,77.2090212
Reliance Retail Ventures Ltd,2020,Bangalore,Health Care,4.90E+11,Mukesh Ambani,"Silver Lake, Mubadala Investment Company",70000000000,,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",12.9715987,77.5945627
Winuall,2020,Bangalore,EdtTech,14000000,"Ashwini Purohit, MS Chouhan","Amit Lakhotia, Akash Gehani",2000000,,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",12.9715987,77.5945627
Genrobotics,2020,Pune,Artificial Intelligence,2100000,"Arun George, Nikhil NP, Rashid Bin Abdulla, Vimal Govind MK",Unicorn India Ventures,300000,,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,18.5204303,73.8567437
Livve,2020,New Delhi,Rental,10500000,Maya Lakshman,,1500000,Seed,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,28.6139391,77.2090212
Ergos,2020,Bangalore,AgriTech,35000000,"Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures",5000000,Series A,Ergos is building an integrated supply chain by setting up micro warehouses.,12.9715987,77.5945627
Monet Networks,2020,Gurugram,Artificial Intelligence,3500000,Anurag Bist,"SenseAI Ventures, EvoNexus",500000,Bridge,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,28.4594965,77.0266383
Fanball XI,2020,Bangalore,Gaming,7000000,Vinayak Seth,Foxhog Ventures,1000000,Seed,The gaming company mostly focused on fantasy football games,12.9715987,77.5945627
Treebo Hotels,2020,Chennai,Hospitality,42000000,"Kadam Jeet Jain, Rahul Chaudhary, Sidharth Gupta","Ramesh Mangaleswaran, Saikiran Krishnamurthy",6000000,,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",13.0826802,80.2707184
GPS Renewables,2020,Bangalore,Cleantech,21000000,"Mainak, Sreekrishna","Triodos, Caspian",3000000,Series A,To solve the urban waste problem by utilising local technologies and business models.,12.9715987,77.5945627
Public,2020,Bangalore,Media,210000000,Azhar Iqubal,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",30000000,,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,12.9715987,77.5945627
Legal Salah,2020,Bangalore,Legal Services,7000000,CA Abhinit Singh,I2I Capitals,1000000,Seed,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,12.9715987,77.5945627
Coralogix,2020,Jaipur,SaaS,175000000,"Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners",25000000,Series B,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,26.9124336,75.7872709
Equiwatt,2020,Bangalore,Technology,2100000,"Johnson Fernandes, Ravneet Kaur",Rising Stars,300000,,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,12.9715987,77.5945627
Reliance Retail Ventures,2020,Mumbai,E-commerce,5600000000,Mukesh Ambani,"General Atlantic, Kohlberg Kravis Roberts",800000000,,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",19.0759837,72.8776559
Zhangmen,2020,Bangalore,EdtTech,2800000000,Yi Zhang,"CICC Alpha, VMS Asset Management",400000000,,Zhangmen is an online tutoring platform provides tutoring courses to students.,12.9715987,77.5945627
AgroWave,2020,Mumbai,AgriTech,3500000,Anu Meena,Sekhar Puli,500000,,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,19.0759837,72.8776559
Sapio Analytics,2020,Bangalore,Technology,1050000,"Ashwin Srivastava, Hardik Somani",,150000,,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,12.9715987,77.5945627
Taimei,2020,Bangalore,Health Care,1232000000,Lu Zhao,"Cowin Venture, ZSVC",176000000,,Taimei Technology provides a cloud platform for clinical research collaboration.,12.9715987,77.5945627
Avanse Financial Services,2020,Gurugram,Fintech,105000000,Amit Gainda,International Finance Corporation,15000000,,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",28.4594965,77.0266383
Industry Buying,2020,Gurugram,E-commerce,105000000,"Rahul Gupta, Swati Gupta","BlackSoil, BEENEXT",15000000,,India's largest industrial ecommerce platform,28.4594965,77.0266383
Hopscotch,2020,Bhilwara,E-commerce,175000000,Rahul Anand,"Marc Lore, Rise Capital",25000000,,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",25.3407388,74.6313183
Pristyn Care,2020,Bangalore,Health Care,77000000,Harsimarbir (Harsh) Singh,"Sequoia Capital India, Hummingbird Ventures",11000000,,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,12.9715987,77.5945627
WoodenStreet,2020,Bangalore,Home Decor,7000000,"Dinesh Pratap, Lokendra Ranawat, Vikas Baheti, Virendra Ranawat","IAN Fund, Rajasthan Venture Capital Fund",1000000,,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,12.9715987,77.5945627
ACKO,2020,Noida,Insurtech,420000000,"Ruchi Deepak, Varun Dua","RPS Ventures, Intact Ventures",60000000,,Acko General Insurance is a private sector general insurance company in India.,28.5355161,77.3910265
Farmers Fresh Zone,2020,Noida,AgriTech,3290000,Pradeep PS,"Artha India Ventures, Nagaraja Prakasam",470000,,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,28.5355161,77.3910265
Infurnia,2020,Bangalore,Technology,1680000,"Lovepreet Mann, Nikhil Kumar, Parul Jain","Pallav Nadhani, Idein Ventures",240000,,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,12.9715987,77.5945627
Snowflake,2020,Noida,Technology,21000000000,"Benoit Dageville, Bob Muglia, Marcin Zukowski, Thierry Cruanes","Salesforce Ventures, Dragoneer Investment Group",3000000000,,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,28.5355161,77.3910265
GenieTalk,2020,Gurugram,Technology,5250000,"Santosh Kataria, Ankit Kimtee, Vivek Jain",,750000,,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,28.4594965,77.0266383
Classplus,2020,Mumbai,EdtTech,70000000,"Bhaswat Agarwal, Bikash Dash, Mukul Rustagi, Vatsal Rustagi","Spiral Ventures, Surge",10000000,,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,19.0759837,72.8776559
Mobile Premier League,2020,Mumbai,Entertainment,518000000,"Sai Srinivas Kiran G, Shubham Malhotra","Sequoia Capital India, Times Internet",74000000,,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,19.0759837,72.8776559
Flipkart,2020,Mumbai,E-commerce,434000000,"Binny Bansal, Sachin Bansal","Tencent Holdings, Walmart",62000000,,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,19.0759837,72.8776559
Vivriti Capital,2020,Bangalore,Fintech,7000000,"Aniket Deshpande, Gaurav Kumar, Irfan Mohammed, Soumendra Ghosh, Vineet Sukumar","Aspada, Creation Investments Capital Management, LLC",1000000,,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,12.9715987,77.5945627
InsuranceDekho,2020,Mumbai,Fintech,140000000,Ankit Agrawal,GirnarSoft,20000000,,The funding for branding and marketing activities as well as strengthening the product and technology teams,19.0759837,72.8776559
BestDoc,2020,New Delhi,Health Care,14700000,"Afsal Salu, Fayaz Bin Abdu, Soudabi",,2100000,,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,28.6139391,77.2090212
Byju?s,2020,Gurugram,EdtTech,3500000000,Byju Raveendran,"Owl Ventures, Tiger Global Management",500000000,,An Indian educational technology and online tutoring firm,28.4594965,77.0266383
Inflexor Ventures,2020,New Delhi,Fintech,70000000,"Parampara Capital, Venkat Vallabhaneni, Jatin Desai",,10000000,,Experienced Venture Capital-General Partner focused on Technology investments.,28.6139391,77.2090212
Pandorum,2020,Gurugram,Deeptech,35420000,Tuhin Bhowmick,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000,,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,28.4594965,77.0266383
Dream11,2020,Gurugram,Entertainment,1575000000,"Bhavit Sheth, Harsh Jain","Steadview Capital, Tencent Holdings",225000000,,Dream11 is India?s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,28.4594965,77.0266383
SignalX,2020,Mumbai,SaaS,5250000,Govind Balachandran,,750000,,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",19.0759837,72.8776559
JetSynthesys,2020,Ghaziabad,Technology,280000000,Rajan Navani,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000,,Gaming and entertainment startup,28.6691565,77.4537578
Vesta Space Technology,2020,Gurugram,Technology,70000000,Arun Kumar Sureban,,10000000,,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,28.4594965,77.0266383
Dozee,2020,Gurugram,Health Care,11200000,Gaurav Parchani,,1600000,,Dozee offers health and wellness monitoring products.,28.4594965,77.0266383
Rebel Foods,2020,Bangalore,FoodTech,350000000,"Jaydeep Barman, Kallol Banerjee",Coatue Management,50000000,,"Known for its larger brands ? Faasos, Behrouz Biryani, Oven story and Mandarin",12.9715987,77.5945627
Ketto,2020,Mumbai,Financial Services,53900000,"Varun Sheth, Kunal Kapoor","Mumbai Angels, Redcliffe Capital",7700000,,"Crowdfunding, Charity, E-commerce",19.0759837,72.8776559
Suryoday,2020,Bangalore,Financial Services,5600000,R. Baskar Babu,"Gaja Capital, Kotak Life, Lok Capital",800000,,Banks that extends two distinct fixed deposit schemes,12.9715987,77.5945627
SucSEED,2020,Bangalore,Financial Services,9100000,Vikrant Varshney,"DR. Moti Vyas, Udit Goyal",1300000,,Venture Partners,12.9715987,77.5945627
Unacademy,2020,Chennai,EdtTech,1050000000,"Gaurav Munjal, ?Roman Saini?","Nexus Venture Partners, Sequoia Capital",150000000,,Unacademy is an Indian online education technology company,13.0826802,80.2707184
Strata,2020,New Delhi,Real Estate,133471296,"Lodha, Priyanka Rathore","Propstack, SAIF Partners",19067328,,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",28.6139391,77.2090212
3one4 Capital,2020,Bangalore,Venture capitalist,700000000,"Pranav Pai, Siddarth Pai",,100000000,,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,12.9715987,77.5945627
Zomato,2020,Bangalore,Food Delivery,434000000,"Deepinder Goyal, Pankaj Chaddah","MacRitchie Investments, Baillie Gifford",62000000,,Get online food delivery from restaurants near you,12.9715987,77.5945627
Gaana,2020,Gurugram,Entertainment,357000000,Pawan Agarwal,"Tencent Holdings, Times Internet",51000000,,Gaana is a commercial music streaming service providing free and licensed music.,28.4594965,77.0266383
EM3 Agri,2020,Gurugram,AgriTech,7000000,"Rohtash Mal CMD, Adwitiya","Global Innovation Fund, Soros Economic Development Fund",1000000,,A pioneering organization in the farming-as-a service (FaaS) space,28.4594965,77.0266383
Plum,2020,Gurugram,Cosmetics,805000,Shankar Prasad,"Ronald Conway, Bay Partners",115000,,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",28.4594965,77.0266383
Fasal,2020,Bangalore,AgriTech,140000,"Ananda Prakash Verma, Shailendra Tiwari","Omnivore, Zeroth.AI",20000,,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,12.9715987,77.5945627
BankBazaar,2020,New Delhi,Financial Services,63000000,"Adhil Shetty, Arjun Shetty, Rati Shetty","Ramesh Srinivasan, Amazon",9000000,,Check your latest Credit Score and get your Credit Report online in India for Free,28.6139391,77.2090212
Chai Waale,2020,Indore,Food & Beverages,1666000,Vidur Maheswari,"Gunavanth Vaid, Bharat Kumar Sohanraj",238000,,Given the rising trend in the number of tea stalls in the city,22.7195687,75.8577258
Deepsync,2020,Pune,Technology,2100000,"Ishan Sharma, Rishikesh Kumar",Venkat Raju,300000,,"Deepsync is a revolutionary way to record your content, without you really speaking.",18.5204303,73.8567437
